Date,Job_Name,Company,Loaction,Job_type,Employees,Followers,Applicant,Industry,Invovlement
3/31/2023,Data Analyst,AECOM,"Bengaluru East, Karnataka, India",Hybrid,"10,001+ employees","1,650,345 followers",2 months ago                                  Over 200 applicants,Civil Engineering,Full-time · Entry level
3/31/2023,Data Research Analyst,Berkadia,"Hyderabad, Telangana, India",On-site,"1,001-5,000 employees","87,015 followers",1 month ago                                  Over 200 applicants,Financial Services,Full-time · Mid-Senior level
3/31/2023,Lead - Data Analyst,Citi,"Chennai, Tamil Nadu, India",On-site,"10,001+ employees","4,045,428 followers",156 applicants,Financial Services,Full-time
3/31/2023,Big Data Developer & Analyst,Experian,"Hyderabad, Telangana, India",Hybrid,"10,001+ employees","580,528 followers",141 applicants,Information Services,Full-time · Mid-Senior level
3/31/2023,Senior Analytics Consultant,Wells Fargo,"Hyderabad, Telangana, India",On-site,"10,001+ employees","2,160,681 followers",1 applicant,Financial Services,Full-time · Mid-Senior level
3/31/2023,Power BI,Diverse Lynx,"Delhi, Delhi, India",On-site,"1,001-5,000 employees","73,255 followers",17 applicants,Computer Software,Contract · Associate
3/31/2023,Interesting Job Opportunity: TransOrg Analytics - Data Science Lead - Python/SQL/R,TransOrg Analytics,"Mumbai, Maharashtra, India",On-site,51-200 employees,"11,140 followers",7 applicants,Information Services,Full-time · Mid-Senior level
3/31/2023,Interesting Job Opportunity: Business Analyst - Data Analytics,Hiring Prism,"Mumbai, Maharashtra, India",On-site,2-10 employees,"1,882 followers",4 applicants,Human Resources,Full-time · Mid-Senior level
3/31/2023,Data Analyst,Reality Premedia Services Pvt Ltd,"Pune, Maharashtra, India",Hybrid,201-500 employees,"4,619 followers",7 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Business Analyst - Data Science,PayU,"Bengaluru, Karnataka, India",Hybrid,"1,001-5,000 employees","196,997 followers",129 applicants,Financial Services,Full-time · Mid-Senior level
3/31/2023,Lead II - Data Analysis,UST,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","821,658 followers",123 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Product Analyst,Rupifi,"Bengaluru North, Karnataka, India",On-site,51-200 employees,"19,770 followers",21 applicants,Financial Services,Full-time · Mid-Senior level
3/31/2023,Lead II - Data Analysis,UST,"Thiruvananthapuram, Kerala, India",On-site,"10,001+ employees","821,658 followers",56 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Senior Lead Analytics Consultant,Wells Fargo,"Chennai, Tamil Nadu, India",On-site,"10,001+ employees","2,160,684 followers",17 hours ago,Financial Services,Full-time · Mid-Senior level
3/31/2023,Reference Data Management - Index and Benchmark - Analyst,JPMorgan Chase & Co.,"Mumbai, Maharashtra, India",On-site,"10,001+ employees","3,791,484 followers",54 applicants,Financial Services,Full-time
3/31/2023,Advanced Analytics Specialist,Hewlett Packard Enterprise,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","3,575,875 followers",12 applicants,Information Technology & Services,Full-time
3/31/2023,Principal - Quantitative Analysis (Data Analytics/Statistical Analysis ),Gartner,"Gurgaon, Haryana, India",Hybrid,"10,001+ employees","1,538,132 followers",16 applicants,Information Services,Full-time
3/31/2023,Data Analyst - Senior Associate,PwC,"Hyderabad, Telangana, India",On-site,"10,001+ employees","5,085,496 followers",64 applicants,Accounting,Full-time · Mid-Senior level
3/31/2023,Advanced Analytics Specialist,Hewlett Packard Enterprise,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","3,575,875 followers",12 applicants,Information Technology & Services,Full-time
3/31/2023,Data Analyst,Acme Services,"Mumbai, Maharashtra, India",On-site,51-200 employees,"162,469 followers",1 day ago                                  Over 200 applicants,Human Resources,Full-time · Mid-Senior level
3/31/2023,Power BI,Diverse Lynx,"Gurgaon, Haryana, India",Hybrid,"1,001-5,000 employees","73,258 followers",21 applicants,Computer Software,Contract · Associate
3/31/2023,Data Analyst,Ampstek,"Hyderabad, Telangana, India",On-site,"1,001-5,000 employees","203,075 followers",182 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Item Data Analyst,Target,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","1,682,935 followers",166 applicants,Retail,Full-time · Entry level
3/31/2023,Business Intelligence Specialist,IDESLABS PRIVATE LIMITED,"Bangalore Urban, Karnataka, India",On-site,51-200 employees,"89,717 followers",59 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Data Science-Consultant - Operation Research,Wipro,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","6,921,754 followers",110 applicants,Information Technology & Services,Full-time
3/31/2023,BI Specialist - Qlik - Pricing Analytics - Bangalore,Chubb,Greater Bengaluru Area,Hybrid,"10,001+ employees","678,233 followers",1 week ago                                  Over 200 applicants,Insurance,Full-time · Mid-Senior level
3/31/2023,Data Researcher III,S&P Global,"Gurgaon, Haryana, India",On-site,"10,001+ employees","353,911 followers",2 weeks ago                                  Over 200 applicants,Financial Services,Full-time
3/31/2023,Statistician,IBM,"Kochi, Kerala, India",On-site,"10,001+ employees","15,195,986 followers",60 applicants,Information Technology & Services,Full-time
3/31/2023,Interesting Job Opportunity: KreditBee - Data Analyst/Senior Data Analyst - Python/SQL,KreditBee,"Bengaluru, Karnataka, India",On-site,"1,001-5,000 employees","21,881 followers",180 applicants,Financial Services,Full-time · Mid-Senior level
3/31/2023,"Senior Analyst, Data Science (R-13734)",Dun & Bradstreet,"Chennai, Tamil Nadu, India",On-site,"5,001-10,000 employees","191,891 followers",46 applicants,Information Services,Full-time · Mid-Senior level
3/31/2023,Customer Senior Data Analyst for eCommerce,HP,"Bengaluru, Karnataka, India",Hybrid,"10,001+ employees","5,197,350 followers",6 days ago                                  Over 200 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Data Analyst,Falcon Smart IT (FalconSmartIT),"Bengaluru, Karnataka, India",Hybrid,11-50 employees,"55,048 followers",98 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Lead Data Analyst,Sophos,"Bengaluru, Karnataka, India",Remote,"1,001-5,000 employees","338,268 followers",2 weeks ago                                  Over 200 applicants,Computer Software,Full-time · Mid-Senior level
3/31/2023,Dataanalyst+Qlikview_Deepanshi_TTP,CodersBrain,"Bengaluru, Karnataka, India",Remote,201-500 employees,"58,816 followers",25 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Senior Biostatistician,Biorasi,India,Remote,201-500 employees,"59,146 followers",52 applicants,Research,Full-time · Mid-Senior level
3/31/2023,Lead Data Analyst,The Economist,"Gurugram, Haryana, India",Hybrid,"1,001-5,000 employees","13,163,852 followers",2 weeks ago                                  Over 200 applicants,Newspapers,Full-time · Mid-Senior level
3/31/2023,Senior Associate Business Intelligence Analyst,NTT Ltd.,"Bengaluru, Karnataka, India",Hybrid,"10,001+ employees","410,812 followers",2 weeks ago                                  Over 200 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Data Analyst,Alp Consulting Ltd.,"Bengaluru, Karnataka, India",On-site,"1,001-5,000 employees","103,298 followers",35 applicants,Staffing & Recruiting,Full-time · Entry level
3/31/2023,Senior Quantitative Analytics Specialist,Wells Fargo,"Hyderabad, Telangana, India",On-site,"10,001+ employees","2,160,690 followers",17 hours ago,Financial Services,Full-time · Mid-Senior level
3/31/2023,PMO Data Analyst,Medline India,"Pune, Maharashtra, India",On-site,"1,001-5,000 employees","65,104 followers",32 applicants,Information Services,Full-time · Mid-Senior level
3/31/2023,Data Analyst – Consumer (Digital),Alp Consulting Ltd.,"Karnataka, India",On-site,"1,001-5,000 employees","103,298 followers",21 applicants,Staffing & Recruiting,Full-time · Entry level
3/31/2023,"Consultant, Development (4.5-6 years)-Analytics Development",Infogain,"Bengaluru, Karnataka, India",On-site,"5,001-10,000 employees","209,435 followers",13 applicants,Information Technology & Services,Full-time
3/31/2023,Data Science,TransUnion,"Pune, Maharashtra, India",On-site,"10,001+ employees","322,055 followers",23 applicants,Information Technology & Services,Full-time
3/31/2023,"Data Quality Analyst with Python / R, SQL",ISS | Institutional Shareholder Services,"Mumbai, Maharashtra, India",Hybrid,"1,001-5,000 employees","61,319 followers",69 applicants,Financial Services,Full-time · Associate
3/31/2023,BI Test Analyst,WPP,"Chennai, Tamil Nadu, India",Hybrid,"10,001+ employees","353,630 followers",1 week ago                                  Over 200 applicants,Marketing & Advertising,Full-time · Mid-Senior level
3/31/2023,Senior Data Scientist - INDIA,Quantium,"Hyderabad, Telangana, India",Hybrid,"501-1,000 employees","33,253 followers",113 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Data Analyst - R/SAS/MATLAB,Visionkrid Studio Pvt Ltd,"Bengaluru, Karnataka, India",On-site,11-50 employees,"7,033 followers",2 applicants,Computer Games,Full-time · Entry level
3/31/2023,Analytics Consultant,Wells Fargo,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","2,160,691 followers",26 applicants,Financial Services,Full-time · Associate
3/31/2023,Associate Statistician,GSK,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","3,563,560 followers",113 applicants,Pharmaceuticals,Full-time
3/31/2023,USPBA Data Scientist C11,Citi,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","4,045,441 followers",50 applicants,Financial Services,Full-time
3/31/2023,USPBA Data Scientist C11,Citi,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","4,045,442 followers",50 applicants,Financial Services,Full-time
3/31/2023,"SR. SPECIALIST, DATA ANALYTICS",AT&T,"Chennai, Tamil Nadu, India",Hybrid,"10,001+ employees","1,651,916 followers",88 applicants,Telecommunications,Full-time
3/31/2023,Collegedunia.com - Data Analyst,Collegedunia,"Gurgaon, Haryana, India",On-site,"501-1,000 employees","132,692 followers",123 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Product Analyst - Platform Analytics,Victoria's Secret,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","477,269 followers",94 applicants,Retail,Full-time · Mid-Senior level
3/31/2023,"Business Intelligence Analyst, Data Insights and Visualization",General Mills,"Mumbai, Maharashtra, India",On-site,"10,001+ employees","596,962 followers",192 applicants,Consumer Goods,Full-time · Mid-Senior level
3/31/2023,Data Analyst,Maruti Suzuki India Limited,"New Delhi, Delhi, India",Hybrid,"10,001+ employees","676,206 followers",1 month ago                                  Over 200 applicants,Automotive,Full-time · Entry level
3/31/2023,Data Science-Consultant - Operation Research,Wipro,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","6,922,454 followers",111 applicants,Information Technology & Services,Full-time
3/31/2023,Data Analyst - SQL - FinTech Startup,Unnati,"Mumbai, Maharashtra, India",On-site,51-200 employees,"21,427 followers",164 applicants,Farming,Full-time · Entry level
3/31/2023,Lead Quantitative Analytics Specialist,Wells Fargo,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","2,160,911 followers",1 applicant,Financial Services,Full-time · Mid-Senior level
3/31/2023,Senior Data Analyst,Flexmoney Technologies Pvt Ltd,"Mumbai, Maharashtra, India",On-site,11-50 employees,"11,945 followers",3 weeks ago                                  Over 200 applicants,Financial Services,Full-time · Mid-Senior level
3/31/2023,EA_P&U_Data Analyst (P&U OT)_Staff,EY,"Mumbai, Maharashtra, India",On-site,"10,001+ employees","7,367,410 followers",68 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Analyst Insights and Analytics,DSM,"Hyderabad, Telangana, India",Hybrid,"10,001+ employees","405,514 followers",86 applicants,Biotechnology,Full-time · Associate
3/31/2023,Data Analyst,Mr n Mrs Pet,"Jaipur, Rajasthan, India",On-site,11-50 employees,694 followers,11 applicants,Computer Software,Full-time · Mid-Senior level
3/31/2023,"Senior Analyst, Data Management & Quantitative Analysis",BNY Mellon,"Chennai, Tamil Nadu, India",On-site,"10,001+ employees","497,744 followers",5 applicants,Financial Services,Full-time
3/31/2023,BI Test Analyst,WPP,"Chennai, Tamil Nadu, India",Hybrid,"10,001+ employees","353,659 followers",1 week ago                                  Over 200 applicants,Marketing & Advertising,Full-time · Mid-Senior level
3/31/2023,"Intermediate Representative, Data Management & Quantitative Analysis",BNY Mellon,"Pune, Maharashtra, India",On-site,"10,001+ employees","497,744 followers",10 applicants,Financial Services,Full-time
3/31/2023,Data Analyst,NxtWave,"Hyderabad, Telangana, India",On-site,"501-1,000 employees","114,267 followers",6 days ago                                  Over 200 applicants,Education Management,Full-time · Associate
3/31/2023,Expression of Interest: Data Analyst,Fingerprint for Success (F4S),India,Remote,11-50 employees,"106,713 followers",1 month ago                                  Over 200 applicants,Computer Software,Full-time · Entry level
3/31/2023,Data Research Analyst,Berkadia,"Hyderabad, Telangana, India",On-site,"1,001-5,000 employees","87,018 followers",1 month ago                                  Over 200 applicants,Financial Services,Full-time · Mid-Senior level
3/31/2023,Biostatistician PhD - Home based,Emmes,India,Remote,"1,001-5,000 employees","19,019 followers",1 week ago                                  Over 200 applicants,Research,Full-time · Mid-Senior level
3/31/2023,ServiceNow Performance Analytics and Reporting Analyst,Workday,"Pune, Maharashtra, India",Hybrid,"10,001+ employees","761,453 followers",3 weeks ago                                  Over 200 applicants,Computer Software,Full-time
3/31/2023,Expression of Interest: Data Analyst,Fingerprint for Success (F4S),India,Remote,11-50 employees,"106,714 followers",1 month ago                                  Over 200 applicants,Computer Software,Full-time · Entry level
3/31/2023,Sr Data Analyst,Target,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","1,683,022 followers",42 applicants,Retail,Full-time · Mid-Senior level
3/31/2023,Senior Clinical Data Analyst,Parexel,"Serilingampalli, Telangana, India",Remote,"10,001+ employees","495,802 followers",108 applicants,Pharmaceuticals,Full-time · Mid-Senior level
3/31/2023,Data Analyst,Mantys (YC W23),"Bengaluru, Karnataka, India",Hybrid,2-10 employees,"1,215 followers",105 applicants,Computer Software,Full-time · Entry level
3/31/2023,Data Analyst (10),ITI Data,"Ramban, Jammu & Kashmir, India",Hybrid,201-500 employees,"6,754 followers",18 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,"Intermediate Representative, Data Management & Quantitative Analysis",BNY Mellon,"Pune, Maharashtra, India",On-site,"10,001+ employees","497,743 followers",18 applicants,Financial Services,Full-time
3/31/2023,Senior Power BI Specialist,ICF,"Delhi Cantonment, Delhi, India",On-site,"5,001-10,000 employees","169,885 followers",105 applicants,Management Consulting,Full-time · Mid-Senior level
3/31/2023,BI Analyst,Ecolab,"Bengaluru East, Karnataka, India",On-site,"10,001+ employees","480,805 followers",3 weeks ago                                  Over 200 applicants,Chemicals,Full-time · Mid-Senior level
3/31/2023,SCM Business Intelligence Analyst,WhiteCrow Research,"Hyderabad, Telangana, India",Hybrid,"501-1,000 employees","35,991 followers",2 applicants,Human Resources,Full-time · Mid-Senior level
3/31/2023,Senior Data Analyst,Mobile Programming LLC,"Chennai, Tamil Nadu, India",On-site,"1,001-5,000 employees","296,987 followers",27 applicants,Information Technology & Services,Full-time
3/31/2023,Data Analyst,Reality Premedia Services Pvt Ltd,"Pune, Maharashtra, India",Hybrid,201-500 employees,"4,619 followers",7 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Sr. Data Researcher I,S&P Global,"Gurgaon, Haryana, India",On-site,"10,001+ employees","353,964 followers",48 applicants,Financial Services,Full-time
3/31/2023,Data Analyst,TechnoScience (Domnic Lewis International LLC),"Bengaluru, Karnataka, India",Hybrid,51-200 employees,"46,827 followers",3 days ago                                  Over 200 applicants,Staffing & Recruiting,Full-time · Associate
3/31/2023,Senior Power BI Specialist,ICF,"Delhi Cantonment, Delhi, India",On-site,"5,001-10,000 employees","169,885 followers",105 applicants,Management Consulting,Full-time · Mid-Senior level
3/31/2023,Data Analyst,Saama,"Pune, Maharashtra, India",On-site,"1,001-5,000 employees","54,126 followers",2 months ago                                  Over 200 applicants,Computer Software,Full-time
3/31/2023,Data Scientist/Quantitative Analyst,Antier Solutions,"Sahibzada Ajit Singh Nagar, Punjab, India",Hybrid,"501-1,000 employees","15,053 followers",10 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Lead Analytics Consultant,Wells Fargo,"Chennai, Tamil Nadu, India",On-site,"10,001+ employees","2,160,920 followers",20 hours ago,Financial Services,Full-time · Mid-Senior level
3/31/2023,Senior Analyst Data Modelling,PepsiCo,"Hyderabad, Telangana, India",On-site,"10,001+ employees","7,175,348 followers",85 applicants,Food & Beverages,Full-time · Mid-Senior level
3/31/2023,Research - Data Analyst / Senior Data Analyst,ISG (Information Services Group),"Bengaluru, Karnataka, India",On-site,"1,001-5,000 employees","42,974 followers",1 month ago                                  Over 200 applicants,Information Services,Full-time · Mid-Senior level
3/31/2023,Data Science - Sr Analyst - Compliance Testing Analytics,Citi,"Chennai, Tamil Nadu, India",On-site,"10,001+ employees","4,045,612 followers",33 applicants,Financial Services,Full-time
3/31/2023,"Analyst, Data Management & Quantitative Analysis",BNY Mellon,"Pune, Maharashtra, India",On-site,"10,001+ employees","497,743 followers",157 applicants,Financial Services,Full-time
3/31/2023,D&M metrics Analyst,Citi,"Mumbai, Maharashtra, India",On-site,"10,001+ employees","4,045,612 followers",14 applicants,Financial Services,Full-time
3/31/2023,Data Analyst,Falcon Smart IT (FalconSmartIT),"Bengaluru, Karnataka, India",Hybrid,11-50 employees,"55,072 followers",99 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Lead analytics consultant,Wells Fargo,"Chennai, Tamil Nadu, India",On-site,"10,001+ employees","2,160,920 followers",8 applicants,Financial Services,Full-time · Mid-Senior level
3/31/2023,Forecasting Analyst,NewAge Products Inc.,India,Remote,201-500 employees,"12,030 followers",2 weeks ago                                  Over 200 applicants,Consumer Goods,Full-time
3/31/2023,"Business Intelligence Analyst, Operations",Calix,"Bengaluru, Karnataka, India",Hybrid,"1,001-5,000 employees","42,055 followers",2 weeks ago                                  Over 200 applicants,Computer Software,Full-time · Mid-Senior level
3/31/2023,Senior Quantitative Researcher,Escalent,India,Remote,"501-1,000 employees","33,078 followers",1 day ago                                  Over 200 applicants,Market Research,Full-time · Mid-Senior level
3/31/2023,Data Analyst,Acme Services,"Mumbai, Maharashtra, India",On-site,51-200 employees,"162,594 followers",1 day ago                                  Over 200 applicants,Human Resources,Full-time · Mid-Senior level
3/31/2023,Senior Biostatistician for based Pharma MNC,Elixir Consulting (A Gi Group Holding company),"Bengaluru, Karnataka, India",Hybrid,"1,001-5,000 employees","26,436 followers",3 applicants,Human Resources,Full-time · Mid-Senior level
3/31/2023,Lead II - Data Analysis,UST,"Thiruvananthapuram, Kerala, India",On-site,"10,001+ employees","821,733 followers",4 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Analyst - Data Analytics,TIAA,"Mumbai, Maharashtra, India",On-site,"10,001+ employees","166,794 followers",21 applicants,Financial Services,Full-time · Entry level
3/31/2023,Senior Data Analyst(JR00107792),Bajaj Finserv,"Pune, Maharashtra, India",On-site,"10,001+ employees","933,392 followers",65 applicants,Financial Services,Full-time · Mid-Senior level
3/31/2023,Manager-Data Analyst,SULEKHA .COM NEW MEDIA PRIVATE LIMITED,"Chennai, Tamil Nadu, India",On-site,266 on LinkedIn,"1,344 followers",49 applicants,,Full-time
3/31/2023,Associate III - Data Analysis,UST,"Thiruvananthapuram, Kerala, India",On-site,"10,001+ employees","821,734 followers",186 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Senior Data Analyst,House of Shipping,"Chennai, Tamil Nadu, India",On-site,201-500 employees,"36,838 followers",2 weeks ago                                  Over 200 applicants,Transportation/Trucking/Railroad,Full-time · Mid-Senior level
3/31/2023,Microsoft Analytics,Alp Consulting Ltd.,"Pune, Maharashtra, India",On-site,"1,001-5,000 employees","103,329 followers",29 applicants,Staffing & Recruiting,Full-time · Entry level
3/31/2023,Data Analyst - EdTech,HR Consultancy,"Gurgaon, Haryana, India",On-site,201-500 employees,611 followers,140 applicants,Human Resources,Full-time · Entry level
3/31/2023,Product Analyst II,InMobi,"Bengaluru, Karnataka, India",On-site,"501-1,000 employees","205,786 followers",149 applicants,Marketing & Advertising,Full-time · Mid-Senior level
3/31/2023,Data and Geospatial Analyst II,Catholic Relief Services,"Lucknow, Uttar Pradesh, India",Hybrid,"5,001-10,000 employees","225,248 followers",85 applicants,Non-profit Organization Management,Full-time · Mid-Senior level
3/31/2023,Principal - Quantitative Analysis (Data Analytics/Statistical Analysis ),Gartner,"Gurgaon, Haryana, India",Hybrid,"10,001+ employees","1,538,218 followers",16 applicants,Information Services,Full-time
3/31/2023,Lead I - Data Analysis,UST,"Thiruvananthapuram, Kerala, India",On-site,"10,001+ employees","821,735 followers",118 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Data Analyst (2022-23 Batch),Unite Career Solutions,"Nagpur, Maharashtra, India",On-site,11-50 employees,"1,287 followers",1 month ago                                  Over 200 applicants,Information Services,Full-time · Entry level
3/31/2023,Data Analyst,Yo Hr Consultancy,"Chennai, Tamil Nadu, India",On-site,11-50 employees,"3,867 followers",43 applicants,Staffing & Recruiting,Full-time · Mid-Senior level
3/31/2023,"Lead Analyst, Data Management Quantitative Analysis",BNY Mellon,"Chennai, Tamil Nadu, India",On-site,"10,001+ employees","497,744 followers",3 applicants,Financial Services,Full-time
3/31/2023,Technical Lead - Data & Analytics,Johnson Controls,"Pune, Maharashtra, India",On-site,"10,001+ employees","1,247,459 followers",146 applicants,Mechanical Or Industrial Engineering,Full-time · Mid-Senior level
3/31/2023,Senior Data Research Analyst - Thematic & Factor Specialist,S&P Global,"Mumbai, Maharashtra, India",On-site,"10,001+ employees","353,967 followers",156 applicants,Financial Services,Full-time
3/31/2023,Associate Statistician,GSK,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","3,563,746 followers",118 applicants,Pharmaceuticals,Full-time
3/31/2023,Junior Data Analyst / Business Analyst,Unite Career Solutions,"Pune, Maharashtra, India",On-site,11-50 employees,"1,287 followers",1 month ago                                  Over 200 applicants,Information Services,Full-time · Entry level
3/31/2023,Data Analyst - Big Data/Python,Emproto Technologies,Greater Kolkata Area,On-site,51-200 employees,"5,550 followers",4 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Senior Business Intelligence Analyst,Diebold Nixdorf,"Hyderabad, Telangana, India",Remote,"10,001+ employees","261,979 followers",106 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,BI Analyst,Ecolab,"Bengaluru East, Karnataka, India",On-site,"10,001+ employees","480,808 followers",3 weeks ago                                  Over 200 applicants,Chemicals,Full-time · Mid-Senior level
3/31/2023,"Senior Analyst, Data Management & Quantitative Analysis",BNY Mellon,"Pune, Maharashtra, India",On-site,"10,001+ employees","497,744 followers",47 applicants,Financial Services,Full-time
3/31/2023,"Intermediate Representative, Data Management & Quantitative Analysis",BNY Mellon,"Pune, Maharashtra, India",On-site,"10,001+ employees","497,744 followers",31 applicants,Financial Services,Full-time
3/31/2023,Lead Data Analyst,Blinkit,"Gurgaon, Haryana, India",On-site,"1,001-5,000 employees","415,220 followers",157 applicants,Computer Software,Full-time · Mid-Senior level
3/31/2023,Senior Data Scientist - INDIA,Quantium,"Hyderabad, Telangana, India",Hybrid,"501-1,000 employees","33,253 followers",114 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Sr. Data Analyst,Universal Electronics,"Bengaluru, Karnataka, India",Hybrid,"1,001-5,000 employees","29,497 followers",9 applicants,Consumer Electronics,Full-time · Mid-Senior level
3/31/2023,Data Analyst,STP Research,"Noida, Uttar Pradesh, India",Hybrid,11-50 employees,"1,662 followers",18 applicants,Market Research,Full-time · Associate
3/31/2023,Data Analyst / Senior Data Analyst,Upstox,"Mumbai, Maharashtra, India",On-site,"501-1,000 employees","89,018 followers",151 applicants,Financial Services,Full-time · Mid-Senior level
3/31/2023,Project/ Consultant - Data Analyst / Data Engineer / Data Scientist- NA Infra,Arcadis,"Bengaluru, Karnataka, India",Hybrid,"10,001+ employees","849,837 followers",2 weeks ago                                  Over 200 applicants,Civil Engineering,Full-time · Mid-Senior level
3/31/2023,BUSINESS INTELLIGENCE ANALYST,Cummins Inc.,"Pune, Maharashtra, India",On-site,"10,001+ employees","705,226 followers",168 applicants,Automotive,Full-time · Mid-Senior level
3/31/2023,Data Analyst,Right Advisors Private Limited,"Bengaluru, Karnataka, India",On-site,51-200 employees,"21,081 followers",96 applicants,Human Resources,Full-time · Entry level
3/31/2023,Data Analyst,Mantys (YC W23),"Bengaluru, Karnataka, India",Hybrid,2-10 employees,"1,215 followers",105 applicants,Computer Software,Full-time · Entry level
3/31/2023,Analytics & Reporting Specialist,Nokia,"Chennai, Tamil Nadu, India",On-site,"10,001+ employees","1,513,528 followers",75 applicants,Telecommunications,Full-time
3/31/2023,Senior Analytics Consultant - Product Services (Analytics Services),Wells Fargo,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","2,160,929 followers",2 applicants,Financial Services,Full-time · Mid-Senior level
3/31/2023,Bigapple - BI Analyst/Data Scientist - Python/SQL,Bigapple Lifestyle Pvt. Ltd,"Hyderabad, Telangana, India",Hybrid,51-200 employees,896 followers,4 applicants,Electrical & Electronic Manufacturing,Full-time · Mid-Senior level
3/31/2023,Data Analyst,Mojocare,"Bengaluru, Karnataka, India",Hybrid,51-200 employees,"5,298 followers",1 week ago                                  Over 200 applicants,"Health, Wellness & Fitness",Full-time · Entry level
3/31/2023,Ref Data Mgmt Analyst 1 - C09,Citi,"Pune, Maharashtra, India",On-site,"10,001+ employees","4,045,624 followers",69 applicants,Financial Services,Full-time
3/31/2023,Senior Data Analyst/Data Modellers,EPAM Systems,"Chennai, Tamil Nadu, India",Remote,"10,001+ employees","861,888 followers",89 applicants,Information Technology & Services,Full-time · Associate
3/31/2023,In-Business Credit Risk Quality Assurance Data Analyst for Wealth Management,Citi,"Mumbai, Maharashtra, India",On-site,"10,001+ employees","4,045,624 followers",44 applicants,Financial Services,Full-time
3/31/2023,"Consultant, Data Science and Analytics",TransUnion,"Pune, Maharashtra, India",On-site,"10,001+ employees","322,091 followers",29 applicants,Information Technology & Services,Full-time
3/31/2023,Reference Data Management - Index and Benchmark - Analyst,JPMorgan Chase & Co.,"Mumbai, Maharashtra, India",On-site,"10,001+ employees","3,791,985 followers",54 applicants,Financial Services,Full-time
3/31/2023,Global SCM Project & Data Analyst,Aptiv,"Bengaluru, Karnataka, India",Hybrid,"10,001+ employees","279,199 followers",121 applicants,Automotive,Full-time
3/31/2023,Data Analyst,ShopSe,"Bengaluru, Karnataka, India",On-site,51-200 employees,"9,462 followers",8 applicants,Computer Software,Full-time · Entry level
3/31/2023,Senior Analytics Consultant,Wells Fargo,"Hyderabad, Telangana, India",On-site,"10,001+ employees","2,160,930 followers",2 applicants,Financial Services,Full-time · Mid-Senior level
3/31/2023,Lead Analyst-Analytics,Mashreq,"Bangalore Urban, Karnataka, India",On-site,"1,001-5,000 employees","1,016,335 followers",111 applicants,Banking,Full-time · Mid-Senior level
3/31/2023,Data Analyst_Assistant Manager_Pune,_VOIS,"Pune, Maharashtra, India",On-site,"10,001+ employees","139,945 followers",200 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Statistician,IBM,"Kochi, Kerala, India",On-site,"10,001+ employees","15,196,672 followers",60 applicants,Information Technology & Services,Full-time
3/31/2023,Data Analyst,Springer Nature Technology and Publishing Solutions,"Pune, Maharashtra, India",On-site,"1,001-5,000 employees","93,616 followers",159 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Business Data Analyst,Magnus India Consulting Services,"Mumbai, Maharashtra, India",On-site,11-50 employees,"40,781 followers",2 weeks ago                                  Over 200 applicants,Staffing & Recruiting,Full-time · Mid-Senior level
